Opened the file successfully
The file has been written successfully
File found, extracting the data
792.780242,213.915777
380.627603,928.527641
616.563090,356.334137
197.900524,791.140487
18.251203,114.529361
654.628779,382.412985
331.291592,914.368148
393.450942,831.551009
129.609295,942.069506
352.060490,571.891259
844.201422,817.316757
435.375279,349.156991
919.118591,744.580088
776.417680,612.057750
314.607511,125.922155
133.293381,126.030988
750.524838,458.913741
234.675880,683.946054
854.236483,120.176660
944.192630,60.262374
141.179340,227.488500
599.194098,53.726802
812.305205,31.838403
974.467015,671.079572
238.217227,589.708011
227.762335,447.813992
933.005442,513.498929
859.510554,609.468186
624.005109,644.389785
26.000300,207.749291
560.324682,120.690730
137.715583,542.600321
886.599726,362.593015
299.211142,913.002197
970.298881,797.872303
448.720301,693.926088
468.209296,401.554748
467.208809,517.595511
899.267320,136.994019
689.134231,409.278273
31.255068,192.646706
274.868671,408.626470
722.292917,632.938573
0.275349,346.431359
492.207391,318.549290
138.001972,386.912979
56.134758,765.531772
961.920628,999.092142
349.782625,199.000460
542.824519,201.616923
513.759011,608.019851
798.450335,146.671447
523.784512,571.626963
678.709429,844.640701
332.072672,744.074605
402.783663,555.452735
614.501388,613.926125
39.663278,343.489270
171.393510,423.845329
730.372700,365.643855
86.605766,418.165693
325.262400,563.983571
531.860210,60.241289
110.132217,549.515006
127.237162,59.347004
917.977004,858.511167
549.302332,846.325356
664.345586,973.193171
159.346652,283.332716
597.956340,62.886037
949.394102,282.231228
430.824427,198.630616
759.196420,672.738834
683.364907,168.482658
920.935668,3.818427
178.151844,668.273603
517.482204,466.967384
93.643746,445.120948
652.046289,882.350267
203.913271,16.074577
109.083191,561.133090
245.494369,30.040231
886.351712,547.401236
487.047921,936.608739
548.906512,753.336843
172.458676,380.426499
967.037829,301.389573
890.452998,250.356037
839.556314,708.478960
526.300087,91.533509
782.130350,307.858926
756.626446,645.345827
154.232424,455.199213
162.427903,409.057606
167.285361,985.431086
333.569888,354.326344
322.150269,641.375755
37.682817,78.214079
491.122025,252.718469
658.614005,1.664348
100.869779,955.515516
165.406407,116.442071
960.955868,220.390400
254.562831,243.010804
549.228435,851.649341
557.610391,901.996393
759.697385,998.290075
375.040132,745.522213
766.313358,641.665009
102.468131,863.360704
930.975072,291.166130
975.399777,830.669055
189.621901,765.209132
32.338813,375.437000
193.147413,596.947492
549.478478,776.984060
708.398402,883.564684
994.661148,499.773149
748.434858,689.707371
171.227187,282.827505
910.852811,399.307933
902.493608,548.365132
263.152657,235.833814
335.605529,452.883136
667.104288,819.204933
541.796257,746.283887
758.698949,406.749820
702.279635,661.177310
276.393357,301.462986
954.291556,902.303901
974.240123,409.957967
796.038054,602.006394
109.927115,73.038407
383.380819,390.932866
559.108769,699.029550
11.143140,387.382983
565.690148,268.585539
161.620414,808.309974
191.670997,648.154321
72.854759,378.955129
493.254764,216.245510
353.126305,892.149101
439.150451,982.168217
576.637825,143.244276
499.835166,82.597552
172.927067,374.621548
164.684744,245.427106
791.156316,250.745766
549.813702,515.290444
351.868773,412.210413
915.687482,568.631992
400.522857,806.354985
43.407237,130.099048
969.220048,207.209131
830.683220,306.061640
984.921980,332.868541
82.394701,681.656141
204.153055,163.936502
197.464928,871.826573
90.745523,247.025729
517.069780,867.991474
596.702577,986.729003
822.798658,686.430770
627.998358,396.655278
420.051264,477.758718
813.622355,294.793062
474.320143,429.241383
464.032846,658.064606
562.306125,667.623328
652.465163,279.691960
5.181580,59.197166
214.659449,253.661367
738.162424,473.190336
923.061331,250.654632
683.909568,473.922101
506.390062,835.066265
973.101591,148.703688
396.487859,770.617940
454.478412,636.321003
742.002112,272.135433
180.408163,787.707018
77.255009,841.115817
944.810517,945.962906
377.178961,828.704802
228.600821,861.429374
954.651290,869.013624
750.104022,417.457702
403.707318,362.057290
203.926167,823.579414
965.836679,416.839260
724.963321,415.100417
603.359762,987.430184
4.202145,130.177670
677.832352,236.832954
680.743668,145.992970
598.779733,73.712123
202.964047,732.598657
958.214760,740.476898
215.447162,839.159923
218.624394,270.701306
835.845213,622.813928
457.732464,725.234576
412.836209,102.257414
435.772464,242.478128
631.842433,544.640260
78.941079,48.264687
470.330129,338.452332
853.798222,278.563414
703.331820,870.376202
181.980987,530.930622
725.291366,235.326998
237.746270,822.300293
867.888521,38.659792
487.712180,355.252567
165.043070,310.327696
150.371146,906.706858
591.714440,829.331119
211.342320,582.117073
155.058503,307.525097
368.608915,34.970961
65.227307,770.594051
302.871091,967.253066
697.825108,154.430654
565.460607,688.987188
458.840729,161.797337
12.461512,805.493729
563.489443,575.652275
728.453096,510.825518
474.775093,585.181680
725.621792,345.188778
32.957039,757.571724
409.142810,162.533068
34.669647,171.729085
947.030608,820.092147
332.638517,835.034469
441.389387,59.045823
644.286191,208.885454
688.850677,367.019831
123.723186,813.234315
540.555480,732.887013
549.682322,706.819307
720.948155,705.298178
382.199689,184.357038
304.140348,700.234988
490.260041,179.237807
234.011035,527.689165
338.933701,674.611033
596.736905,820.933129
51.873922,138.687690
856.061173,22.251140
275.583742,99.174692
782.174830,797.382361
17.227773,626.823886
311.987686,320.619481
814.287834,737.055190
129.752736,316.177975
104.097661,883.811019
616.126671,878.210786
376.961603,803.795428
647.872781,63.067825
591.893948,331.282428
250.697491,158.854688
714.764072,71.981326
185.877391,237.858192
192.756079,344.396586
317.012121,980.140914
662.177736,928.902347
786.237192,651.239639
181.159080,257.186501
24.292388,483.723142
967.667465,885.484958
869.281047,191.843396
225.769624,817.946119
543.713446,183.057337
893.645203,279.475163
351.769130,693.227961
43.158238,244.023134
570.677940,351.095774
289.279392,320.744161
662.449803,933.927297
795.014523,307.525316
322.907130,59.183097
195.004067,515.875695
543.225079,612.364310
981.289166,643.221715
191.306312,171.681059
928.788251,397.386353
195.915755,801.324972
824.259426,570.928967
84.239052,109.146026
744.113976,659.695592
506.806599,175.787056
268.007908,454.629283
958.914872,174.194386
515.791430,596.620481
743.141575,345.890422
962.921941,99.549756
104.408014,794.239312
380.100616,139.837172
96.865850,121.003382
713.279515,579.575836
587.647387,995.333875
64.632149,375.870575
238.460786,982.880625
134.113444,641.671850
655.651531,351.098924
879.340605,171.586359
483.426940,96.007478
123.069771,120.449612
134.090627,421.590623
257.837413,569.928034
187.078774,154.378154
600.611982,97.163742
343.296541,917.023452
931.294456,245.457671
800.032245,586.755089
811.845092,516.440963
658.865434,383.456581
194.450394,559.622318
701.767571,263.983465
117.473868,51.176487
47.252026,793.975465
280.111969,223.188555
508.137236,299.237492
110.282066,146.663900
822.389865,687.589012
226.135795,163.039133
699.001055,82.348872
127.160455,234.119545
857.695651,368.624899
201.086764,689.655711
763.623948,13.142313
235.599131,184.212713
876.696620,54.297029
936.927072,885.485791
321.921823,175.579539
162.713152,985.789313
643.997180,938.363339
777.723047,442.821233
131.522448,340.833120
366.313364,725.348697
773.189820,866.038289
420.443448,655.235198
623.929339,473.192070
769.784376,263.745915
87.919454,566.127719
302.734546,141.635845
719.641195,752.223668
64.533309,691.110459
996.059243,581.827369
24.769843,466.351034
414.181875,213.206806
835.104056,185.373926
817.460200,467.172688
394.444822,325.834282
910.828922,510.776189
150.725935,942.106501
503.177312,490.272050
275.718443,903.613078
47.186194,902.252302
535.011555,306.139794
366.519411,960.459650
659.513703,583.682302
516.957493,371.909783
538.491084,44.374592
100.431899,580.275183
641.703379,816.211128
634.231196,167.928507
743.836079,670.025301
739.727455,931.529364
61.139949,362.882612
175.808530,264.645918
564.113065,480.751578
699.477486,813.380637
2.034766,70.590659
0.006266,972.477254
596.175162,314.811231
803.630180,227.607780
266.702546,202.319257
645.801518,586.793657
429.148050,213.617523
953.473058,353.631199
133.556693,220.638847
136.822007,682.496450
719.746806,259.498962
997.153284,196.651297
156.115543,61.240957
619.122111,351.874441
358.629903,146.443122
520.888791,862.991862
953.591480,860.071676
907.256278,950.273130
901.833507,367.556058
16.743779,327.499311
583.020542,930.084841
872.381127,916.494067
854.532838,136.231157
143.851087,627.706925
866.559242,610.937369
527.872841,367.164468
549.947183,296.110530
577.584103,187.134614
771.318918,548.481846
25.910648,763.549239
485.025988,784.383729
29.235792,858.116418
730.150971,332.441605
239.789097,812.003710
101.678381,194.652386
232.136332,204.092533
66.073746,981.168706
527.420324,364.629431
276.647404,451.775736
496.214109,932.874613
445.768954,270.346132
150.232564,866.342088
936.503626,918.602320
35.008158,172.206395
284.481964,543.715793
1.971790,31.659965
614.815070,151.077430
610.730607,382.257089
452.888082,729.952157
142.256092,107.314248
968.441746,131.946736
128.037554,892.665547
606.930723,38.829105
232.867670,167.269537
68.314404,484.786866
683.256543,141.341650
907.385894,230.527203
248.754135,219.152109
652.954642,225.698649
91.352913,7.905938
861.795583,691.229568
257.661654,947.171277
281.285587,199.090480
901.877203,610.519837
827.823212,19.625967
890.322032,642.054136
865.903239,94.201743
861.275023,518.628839
485.735354,5.489409
166.351511,553.568501
975.457042,690.165961
689.595188,271.147828
420.895695,234.315324
421.502470,102.239607
430.753869,461.433376
632.557247,757.867216
422.600302,566.196808
432.823559,603.059196
475.157507,231.400704
514.811154,978.817810
425.526092,669.812314
196.959804,782.289425
194.742089,145.493079
730.905739,487.891244
764.767352,28.122781
656.879114,109.730972
778.219048,444.013079
154.141238,593.987231
834.944521,602.231653
199.563490,487.855057
700.175170,409.070746
900.591185,174.853701
923.889695,558.906935
486.287928,532.562768
593.497681,158.269611
718.540531,406.976768
11.011393,58.672577
977.115706,240.793664
361.600445,820.725916
314.603671,333.783338
645.655409,369.621340
153.204825,46.600917
607.855436,567.750534
416.742047,633.234977
696.259814,245.703537
831.407320,645.859747
729.512020,334.894418
965.071919,591.993857
26.804120,553.801931
290.199753,497.497603
302.191223,7.337315
753.316081,428.636525
5.644559,452.756204
439.123283,672.994580
551.991015,407.436336
495.658918,294.969677
863.531507,333.977045
866.304991,110.148989
14.492770,870.388517
93.401797,909.619734
757.851372,849.358731
995.458113,346.508746
231.067751,549.373121
89.341092,198.750457
929.739581,494.740257
362.680745,755.421739
680.556311,443.084720
552.800861,720.929761
699.590947,784.688448
858.578706,790.094616
461.459533,504.730613
511.727751,16.973910
433.937452,936.867243
778.927369,494.322167
80.360920,945.025193
707.825939,509.097518
79.030660,367.183152
372.158639,174.003826
95.976331,955.034239
389.075648,610.994701
197.273452,454.106619
367.049524,762.321923
97.546545,692.030877
220.422839,176.884884
811.200592,246.148050
567.826388,264.741628
446.474647,52.916728
913.757802,630.691601
975.787756,353.456390
847.887749,961.114784
858.274443,867.784083
6.610619,353.424652
626.861275,744.073277
257.011879,485.276489
142.901980,491.753617
295.524055,967.996133
571.734286,718.893937
775.145626,731.582453
410.830114,813.282730
524.388725,587.103094
736.284853,271.432106
741.339124,425.502083
844.531229,113.458095
684.560722,287.669792
249.164162,661.594659
19.016669,482.199377
125.038107,404.797131
482.227090,333.423871
50.098292,400.283033
609.318856,428.414418
426.833914,99.332676
476.020374,568.989898
81.414118,380.451084
636.100635,193.754604
59.654375,591.947817
885.690406,815.258660
795.447495,142.940832
215.569553,310.630956
608.748231,970.521477
885.973864,760.732744
221.052201,416.760840
103.751070,439.633848
781.586180,774.785974
47.061230,816.039566
561.558974,75.774346
267.694780,578.983657
640.154664,915.817484
762.174648,509.752718
956.157316,779.603667
954.016225,554.308490
910.737746,411.857757
454.895323,733.423461
791.614495,621.246836
550.067538,684.371801
749.331169,597.392159
824.905421,209.059608
900.851704,305.808277
326.695588,465.290048
140.787077,820.125824
277.014819,871.225305
788.703821,234.234457
569.213528,920.329781
978.456133,814.702024
864.248163,910.693895
629.886103,830.622224
565.806131,780.091723
525.928983,629.726270
63.295540,411.824990
666.894841,358.240536
509.509333,626.579679
949.751766,431.934867
48.201794,713.587937
134.334487,788.174377
452.173745,211.420259
456.331959,803.588927
163.418389,992.865316
389.043265,341.669437
208.449363,813.330178
435.773785,283.645302
363.616568,512.892686
339.278118,837.317575
535.161314,384.957788
83.546520,110.619508
267.917422,557.788456
899.880035,900.943857
239.468445,811.852843
831.386818,431.661167
740.153826,218.797951
588.182357,867.864270
682.191084,447.491738
179.787786,569.453285
438.999994,465.130219
425.762699,335.345738
915.491428,134.454591
146.030051,952.849573
383.717187,922.971353
730.002881,553.518527
866.184670,192.608464
865.555202,225.192388
918.074909,546.930479
280.889105,796.291651
292.202434,219.871833
932.157568,34.999004
533.904865,598.838744
462.990142,558.232310
773.404457,447.189331
567.100792,294.030218
59.010737,535.025180
838.745286,552.079228
268.333237,883.399837
828.431739,601.171457
882.719596,506.747684
277.906758,770.617217
176.293426,352.666126
698.385744,995.230137
602.340767,134.081196
386.767360,216.715568
989.527331,139.968040
819.156665,860.828490
908.209230,325.280924
5.658118,175.457992
37.714234,669.704523
698.222636,991.101653
303.331676,861.967684
84.660459,466.668582
978.050344,497.669364
673.036771,401.747938
943.989128,73.776988
153.776814,778.675329
534.951890,237.807221
66.465928,500.956245
44.476649,448.232508
177.788053,612.815789
523.018856,668.077172
537.696408,705.867720
883.197409,905.010235
343.672882,915.871725
546.813140,994.419425
760.099184,299.553923
851.921204,212.159710
939.316206,949.777823
155.021570,650.934098
450.695670,725.025722
267.938330,472.938296
832.153266,949.450802
586.391116,588.187690
107.076297,684.851740
749.134381,859.660645
737.804703,275.876543
350.367869,22.676580
487.276042,325.953253
368.783831,574.331179
814.281712,409.754471
256.468338,659.755319
69.664994,476.308085
849.083094,358.673681
408.519826,595.741310
872.976124,62.218421
143.297761,798.643502
178.100148,606.109525
97.136327,56.019612
890.506459,709.199390
85.252049,755.783729
947.849588,378.837788
417.558355,428.152252
46.722676,451.010170
110.995217,769.987185
785.078120,521.225942
641.590005,574.007488
3.912058,612.751579
908.949583,860.036380
474.452814,728.923464
14.469023,100.882156
229.924361,85.912932
51.614671,185.130228
357.564508,341.732398
169.708624,980.367283
469.438833,224.283634
320.690935,761.727251
765.198315,541.058036
391.522551,990.208198
248.439358,568.198668
254.077293,632.842959
477.773701,173.493649
821.437831,705.099436
580.371338,142.652638
399.252265,954.534457
301.044080,349.304693
995.526357,603.974491
783.851529,675.007061
750.192295,246.729273
957.315256,141.254388
515.114593,947.705541
610.991369,44.399288
812.412707,714.071347
485.272730,369.876089
267.888730,856.972015
172.001571,730.678252
989.938604,709.069449
991.621851,271.071018
262.741480,895.054551
103.717651,367.192178
837.568430,730.860766
962.925742,710.976581
606.784773,939.118122
273.919695,103.253841
573.294669,298.569508
126.257516,412.171691
153.990013,434.212161
287.302118,168.553233
525.031070,100.512481
194.513357,47.032732
703.405204,173.485259
773.571067,747.022439
373.752078,358.184104
102.653203,110.342536
380.756596,211.221179
289.607205,240.538882
513.120217,70.245055
547.477747,934.866573
905.184553,856.975336
299.506608,823.419130
606.855496,372.230153
221.355701,748.636607
831.033762,716.833417
7.181709,86.030160
900.552985,603.941165
18.967486,461.015696
498.104352,935.537159
790.831458,69.754601
292.880474,893.969123
674.898796,345.986796
549.707203,165.453161
773.447221,351.501246
160.616113,629.865845
279.149055,991.816802
960.690519,516.421627
815.288365,854.028724
352.156493,59.983795
448.649419,537.966088
579.728436,310.048631
395.465981,303.746982
416.776624,708.617971
844.505526,622.165957
573.228943,397.462041
953.387181,417.817413
793.527635,205.414593
263.466586,488.012834
991.242778,540.019709
746.898800,512.546610
244.356845,811.172860
381.637395,200.569555
931.440673,979.396838
482.806076,552.302923
654.077027,151.073487
880.278399,991.590094
525.457442,782.394432
97.506161,208.891949
246.381909,160.409767
947.494904,939.440477
702.375166,33.028245
726.907848,435.415752
87.551242,953.984849
801.218981,982.149007
379.801343,908.002170
995.480760,555.297300
221.583716,410.441001
995.981266,53.051643
225.578733,874.763650
801.883407,149.009931
485.935789,947.177660
401.285453,375.098887
394.403389,488.058667
598.040769,179.254274
804.813143,772.304374
392.639821,367.593647
141.616060,942.098568
625.418505,926.624602
87.020158,764.296509
619.010946,124.937752
564.536610,333.646135
220.219118,236.101283
799.585930,667.558119
758.302535,208.468060
55.524126,238.570511
494.976375,781.998831
432.664711,906.616647
907.555253,997.923721
467.134166,799.382890
35.020782,293.180744
748.208540,746.216334
703.310808,490.761817
512.078205,435.565940
312.672117,87.783459
612.789448,824.956962
206.064658,673.403387
365.428630,110.152724
79.091466,703.096675
365.035335,83.513734
929.569713,88.079088
298.356654,71.759487
978.219351,690.960257
693.266936,229.874669
425.464599,578.736857
612.438785,345.898055
393.420760,209.812509
721.308677,102.407651
735.436670,451.840854
872.045837,25.972919
917.344261,391.217715
539.493825,571.228442
535.011897,723.338503
557.066111,457.543228
267.351168,713.575026
249.158218,713.266800
808.732799,687.145085
95.792000,984.673343
651.654015,55.005098
956.830562,140.634234
434.999169,461.513848
335.415208,380.415566
854.385591,572.242407
385.635573,543.398119
54.438311,370.311920
876.861234,320.094579
51.812671,52.648703
393.658358,787.759102
447.321034,399.721323
310.842127,285.679910
842.897046,30.504230
84.591207,298.353719
989.080821,106.437837
591.208831,808.956515
860.551554,544.071455
670.724202,912.120194
824.230367,86.797681
481.406501,180.082407
870.322526,84.217300
847.524070,737.801700
857.143020,57.016962
735.924763,809.852242
556.774435,133.183993
584.218277,248.034700
756.453409,124.036343
975.760594,754.274000
785.692654,71.776266
679.339514,231.163855
449.627895,762.217586
214.584035,708.871581
349.297421,32.964501
782.164506,736.157016
202.453163,520.622179
560.079432,113.809369
872.735460,307.936906
206.166688,655.087860
278.534112,819.550699
769.475050,394.140478
647.486400,109.507185
479.530994,822.263440
967.334871,467.219371
57.706174,1.559608
569.258313,698.642238
113.544002,433.406314
357.257690,934.653900
18.886111,837.924313
11.600334,160.848766
144.964569,682.110254
723.612483,313.938118
977.012896,64.851840
668.174123,573.650027
204.684050,966.831731
860.197502,469.914866
885.119901,425.652847
44.971613,514.770159
786.563050,243.861947
159.925548,983.880869
223.809482,335.594343
520.598573,514.985091
762.671774,174.702930
618.844700,819.192760
880.938619,714.535144
727.649960,525.321449
960.593950,78.378709
492.279948,879.008818
708.307624,512.530690
361.993595,939.112792
823.934397,852.493978
585.407144,691.884950
566.063474,691.793374
476.185027,15.499440
181.560931,159.144833
411.338104,254.830321
494.653884,944.509222
577.051786,816.921059
542.211683,106.304380
255.740364,57.097649
814.627483,952.811145
490.826249,738.134634
561.069528,600.488403
204.332944,395.336300
871.278144,776.137791
640.654207,524.963735
736.346979,385.437227
548.689690,865.346045
580.732216,166.170040
619.840168,725.795814
200.457972,715.108019
776.135209,263.618953
309.982219,607.658790
80.582192,676.581698
701.562928,878.379341
978.597998,933.397627
85.588773,45.767933
444.744753,956.063493
282.973005,208.136024
219.528734,889.853683
617.797807,405.418328
75.450167,737.260940
575.292641,42.367823
344.739983,543.500418
933.426542,924.543523
925.709721,715.419796
60.657431,38.346451
367.759584,974.731937
623.358830,636.670589
974.157043,227.024192
191.401064,217.736854
140.331770,774.702021
230.774687,242.405219
628.815069,234.834874
420.178504,520.679898
668.919778,797.661281
863.880827,589.592734
390.618554,314.405682
491.633991,158.514592
959.655922,489.480904
125.183484,713.028699
301.512799,77.640383
541.516280,914.238385
284.180238,633.888428
648.991992,426.878679
221.520243,889.152571
772.449177,383.240821
212.616563,690.196644
714.455941,728.340265
641.682853,630.509777
336.416011,446.995164
387.116524,407.172229
866.046699,992.897314
876.617735,26.834424
769.978712,323.485067
923.425463,460.235579
951.619352,331.977519
312.445431,834.826426
435.318453,398.256516
467.569576,498.194912
878.424089,233.887403
376.474943,187.558157
229.600111,693.273083
791.753736,524.506252
277.914760,984.430881
161.510266,728.364801
630.815693,823.261088
733.862011,186.656390
225.189437,494.649234
539.694612,955.484530
509.445573,78.013752
197.738411,883.265266
854.574033,758.197031
86.421826,71.084625
312.601715,152.669671
216.644205,823.494390
7.250771,323.851885
842.968420,221.906298
766.261510,829.719784
620.829378,290.677376
96.804803,780.053390
598.284615,468.166596
780.995384,626.061824
617.086784,41.324645
602.514933,766.064716
250.459236,112.626814
292.065703,42.214932
411.221149,487.035860
844.820254,593.189431
272.492572,218.562353
965.035840,44.168524
814.582692,596.045230
851.936796,491.920108
921.683398,360.213647
582.336472,973.168885
69.081621,303.002512
219.511771,231.307203
910.792100,160.178768
391.544088,744.447608
275.690950,649.525529
426.097170,113.973118
4.398216,168.177655
985.079775,753.909887
100.698809,67.372023
17.569921,937.426595
706.969364,115.488350
417.059849,885.197984
945.044270,416.392800
29.052025,180.016963
418.039097,936.026647
104.518334,411.628309
182.854600,760.670160
936.939124,214.980724
645.986134,58.280896
860.450421,772.629158
659.122671,699.155900
948.426755,679.578564
75.471666,705.401722
993.233415,169.041404
849.853076,379.813110
867.908548,84.314466
653.935811,132.978979
99.921426,647.703423
690.284673,749.464313
407.929205,905.225501
895.451281,616.157561
437.387263,933.462746
461.420502,138.866240
916.320060,76.935076
672.234267,913.022379
818.037005,694.589865
139.855760,690.755161
58.319371,907.120173
822.479069,723.974657
538.657711,79.568073
418.487934,526.959777
124.475653,40.472738
875.231901,71.666437
834.317007,304.299050
830.736484,124.420608
221.611911,760.437494
344.168967,593.865437
126.455676,660.227075
424.379378,421.158148
773.241846,56.956373
565.082727,89.286890
463.286169,971.683955
83.370040,867.366706
371.720018,653.680345
318.563544,509.697034
667.451156,396.828261
814.515112,911.465377
334.241141,602.085871
321.918449,184.304442
242.507366,626.484366
269.123469,88.332247
606.107415,967.880462
453.621735,567.474020
94.302542,57.047645
760.785517,267.044677
777.561593,529.378447
499.131818,592.790258
712.816064,69.775197
209.250046,989.304098
239.710087,532.413883
16.494666,951.589726
897.895851,991.052461
651.392233,62.031291
236.216760,197.978613
20.523155,352.124106
475.280650,873.324012
707.597783,859.805528
484.443051,467.372282
778.887687,238.629970
292.068800,900.043872
893.248572,784.584128
974.052145,235.640334
910.783196,157.669471
1.021712,244.805014
382.304427,321.355140
185.063230,95.219833
136.701647,978.857298
961.498420,659.649555
154.919613,189.144576
87.010767,173.260813
480.450578,593.986260
578.656243,316.706593
669.659996,54.920387
865.487133,425.934984
817.740735,749.950598
873.171445,192.841708
565.182656,572.471261
946.996414,737.233218
736.151114,224.064024
47.500313,690.311096
861.252497,509.665201
744.253689,73.809974
764.537723,719.420259
727.874626,298.891305
972.442792,879.088051
994.497972,291.127597
486.506506,449.552654
754.871625,67.617712
64.585502,709.481121
